(No modificar) Número de OT;(No modificar) Suma de comprobación de fila;(No modificar) Fecha de modificación;Número de orden de trabajo;Fecha de creación;Hora Final SLA;Tipo de incidente principal;VIP (Caso) (Caso);SLA;Walver (Caso) (Caso);Terminal;Denominación;Calle 1;Ciudad;Código postal;Domicilio de la terminal;Estado o provincia;Latitud;Longitud;Modelo del terminal;Zona de servicio
527a3515-dc0b-ee11-8f6e-0022483839d8;SCWvnOlgrG+hrYKmV31nQHA/DjFQZnsrZao0+LlcDQ9km1I6CCbeY1dJiowj3tU4OD1ca6Alj4QGboF89J9l9g==;16/06/2023 0:24;OT-LAP2117042;15/06/2023 21:24;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;18110837;La clinica del Gym;Pje La tablada entre Vicente Lopez y Juramento 128;Salta;4400;Pje La tablada entre Vicente Lopez y Juramento 128;SALTA;-24,77590;-65,40315;VE_390_PP101_P250;Ciudad
027a98b2-da0b-ee11-8f6e-0022483839d8;cfvdtGGmFaMf5g30VwAdjG/N3gh64TRAAQRQE103eNZLwjiWv3k52aVRVQKyUCrjnb/oDMzHNHQameJxVcJ4sA==;16/06/2023 0:14;OT-LAP2116989;15/06/2023 21:14;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;18085245;RESTAURANTE Y CONFITERIA HOTEL;COLON ESQUINA PIZARRO;SAN RAMON DE LA NUEVA ORAN;4530;COLON ESQUINA PIZARRO;SALTA;-23,14123;-64,31247;VE_390_PP101_P250;Rural
b0732faf-d90b-ee11-8f6e-0022483839d8;obzXbAtL1o9xwLXUzOUefpnbIzs69gfDKT/yyduxHiRrxoP8i42bX5lIux5cA56Gu4x9WRUSE8cTP2+ukvnVAA==;16/06/2023 0:07;OT-LAP2116950;15/06/2023 21:06;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;18059929;DISTRIBUIDORA RUTA 5;RUTA 5 KM 7-5 MZNA 510 LOTE 24 B? AGRARIO;LA RIOJA;5300;RUTA 5 KM 7-5 MZNA 510 LOTE 24 B? AGRARIO;LA RIOJA;42,42200;-2,72924;VE_390_PP101_P250;Ciudad
577e443b-d80b-ee11-8f6e-0022483839d8;3JSHsXobtxDgRhV7+sWpQexssE2ioIqNCnPpi3eSt0J19a5iIIQDY9KWC/DIez4T9+JxRgEp82BziCjdSUpTcg==;15/06/2023 23:56;OT-LAP2116907;15/06/2023 20:56;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16262912;TIENDA SHOP;AVDA 24 DE SEPTIEMBRE 611;SAN MIGUEL DE TUCUMAN;4000;AVDA 24 DE SEPTIEMBRE 611;TUCUMAN;-26,83058;-65,20637;N910;Ciudad
d6346711-d80b-ee11-8f6e-0022483839d8;OgO044olBivHPtoRGR7tV8eZZ9Ztl10iY+MX/KqBE9fqOUwjmvQKE3PNuoZ36ude8WH8wLqgZ9jLVaJsdtwYHg==;15/06/2023 23:55;OT-LAP2116902;15/06/2023 20:55;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16262131;FUND ALAS DE LAS YUNGA;DR ADOLFO ALSINA 670 0;SAN MIGUEL DE TUCUMAN;4000;DR ADOLFO ALSINA 670 0;TUCUMAN;;;N910;Ciudad
ed45a96d-d70b-ee11-8f6e-0022483839d8;ucTGVOtBn1aP95nEqLenLKdlYwgOi92/zMA+eCA22XOufSd7fkYKrjWabwnCej7+tI9cpqXRtSKW2EtaYDJE/Q==;15/06/2023 23:50;OT-LAP2116876;15/06/2023 20:50;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16253211;MOBILE REPAIR TUCUMAN;AVENIDA EJERCITO DEL NORTE ENT 2256;SAN MIGUEL DE TUCUMAN;4000;AVENIDA EJERCITO DEL NORTE ENT 2256;TUCUMAN;-26,79493;-65,22405;N910;Ciudad
0909188f-d50b-ee11-8f6e-0022483839d8;kfoJTk83wpmJjsayixG0l+7OgT9+zpCWb0bdxkh2zttGp6f3gPaAiQcwL2RM05oQpij4snUzZlXDYZZlj1xp6A==;15/06/2023 23:37;OT-LAP2116800;15/06/2023 20:37;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16245599;MARIMER COSTURAS;archipielago de biscoe 1 1 a;LA RIOJA;5300;archipielago de biscoe 1 1 a;LA RIOJA;;;N910;Ciudad
be4d3771-d50b-ee11-8f6e-0022483839d8;mqN0pfHvTRn4PHoOP4V2u/BqHiAuXtS6+C5jnuRYmfUQqWFGc1J0XH4lHoQUIoMfoR2/1NrZOb4Nlb/RI2MjPQ==;15/06/2023 23:36;OT-LAP2116795;15/06/2023 20:36;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16245506;WALTER HERNAN ERAZO;BENJAMIN VILLAFANE 952 PB LOC;SAN MIGUEL DE TUCUMAN;4000;BENJAMIN VILLAFANE 952 PB LOC;TUCUMAN;-26,81970;-65,19116;N910;Ciudad
2b4b412d-d50b-ee11-8f6e-0022483839d8;Rosd+Qroc3G5/FoVjyClkW5744D+NamD8mNBv4U6Cnc7AaFoXDi4nOTHWGvsOzb4b04KvqL/YbGQThbvr0G7jQ==;15/06/2023 23:34;OT-LAP2116784;15/06/2023 20:34;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16245297;DELMI.ROM;RIVADAVIA 230;CAFAYATE;4427;RIVADAVIA 230;SALTA;;;N910;Rural
644371d9-d40b-ee11-8f6e-0022483839d8;HhV8y1Ju+TI9LH4dPjUxA6QcyZOa0KQyZPNCcWd6qussH0ITNN/OsxfomFjb+FFFQCWICF/ipd9vNeI0n1OFgQ==;17/06/2023 13:23;OT-LAP2116771;15/06/2023 20:32;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16242740;EL ABU;caseros 2194;SALTA;4400;caseros 2194;SALTA;-24,78823;-65,43358;N910;Ciudad
b296ee93-d40b-ee11-8f6e-000d3ac16caf;IgEfiLrYZ6x5NDM6RUcEDwAu/KkYd7KGD2GtGF2v9efGKj30G/9A2IyCC30zDPa4mQxKDH7Rqk9eMfmX1xmdrg==;16/06/2023 13:59;OT-LAP2116759;15/06/2023 20:30;27/06/2023 20:00;Falla técnica;No;Lapos OT - Masivo Extra Rural v2;No;18057717;CORRALON LA UNION;LA UNION RT 13 KM 150;RIVADAVIA;4535;LA UNION RT 13 KM 150;SALTA;-43,24923;-65,31106;VE_390_PP101_P250;Extra Rural
09a2866a-d30b-ee11-8f6e-0022483839d8;FO9w7zASKc7bQOoaiDHijiLLTwDMiGLy7IkOigvLS80zBMYYktnOlIckKjVgYqnq9vM/Vy2qFfhDGkNaxWXWqw==;15/06/2023 23:22;OT-LAP2116711;15/06/2023 20:21;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16234647;DRUGSTRORE EL TREBOL;LAS ARAUCARIAS 402;SALTA;4400;LAS ARAUCARIAS 402;SALTA;;;N910;Ciudad
147e903e-d20b-ee11-8f6e-0022483839d8;UNhb2vNkNnc0D9tUtv765AoIz5lzEAPhtSdyYUVarMLf/DaNur1mK7zErpZrrJUXO/9bzs3P4w85GFqQYboMYg==;15/06/2023 23:13;OT-LAP2116664;15/06/2023 20:13;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16229635;SOMMERPOOL;GRAL M M DE GUEMES 655 0;SAN MIGUEL DE TUCUMAN;4000;GRAL M M DE GUEMES 655 0;TUCUMAN;;;N910;Ciudad
ee744406-d10b-ee11-8f6e-0022483839d8;NDA20iuxdSXpbAT+FrABilzfsxcVaKo9gnytzjQIfA9y/jWfgQPsr/R8yTQXyC/FL4RdaqlcM7vM/C30fPMXqQ==;15/06/2023 23:05;OT-LAP2116611;15/06/2023 20:04;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16225631;PRO GEO 2;Pasaje AGUADO 628;SALTA;4400;Pasaje AGUADO 628;SALTA;-24,80049;-65,41233;N910;Ciudad
32f720e8-d00b-ee11-8f6e-0022483839d8;Oec3FPWVjGrMht78xcy46dw/ZmnqSnzYoL5Jd1n9po6oah6IoUlN0mlmkUWRisZnA452vxm5m/WCeCiUff3rKg==;15/06/2023 23:04;OT-LAP2116604;15/06/2023 20:04;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16224779;BENEFIT SALUD SRL;DR MARIANO MORENO 71 0;SAN MIGUEL DE TUCUMAN;4000;DR MARIANO MORENO 71 0;TUCUMAN;-26,84184;-65,20089;N910;Ciudad
e62936d0-d00b-ee11-8f6e-0022483839d8;hyb548C2JTkTxCnigiLbT6JSK6nzegUy4MIRu0RzfABtySqy7b3i45JhYXeGK2BsedUmYk83lms3QN/1q14RcA==;15/06/2023 23:03;OT-LAP2116599;15/06/2023 20:03;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16223856;CLUB MUTUAL TRIBUNAL D;JOSE RONDEAU 1244 0;SAN MIGUEL DE TUCUMAN;4000;JOSE RONDEAU 1244 0;TUCUMAN;;;N910;Ciudad
44fb3676-d00b-ee11-8f6e-0022483839d8;SrwLDFEOp/WcypWSL4NzFbeW1FQ/sGNGjoOkQYc4awSF7qTL4ff8M0BjU6HrPsNKaG9bRobD4VRrEGo/SVgUqw==;15/06/2023 23:01;OT-LAP2116583;15/06/2023 20:00;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16223162;sym calzado;FORTUNATA GARCIA 576;SAN MIGUEL DE TUCUMAN;4000;FORTUNATA GARCIA 576;TUCUMAN;-26,85285;-65,21118;N910;Ciudad
4b1f3570-d00b-ee11-8f6e-0022483839d8;LO32ccy3GQRN6rk9hqhh6JH7pWpDEEOzq/kx8k7pD9J/Z5jQ4qQc+BZNlG+mGJpd/AZIGkxUx3jBp6L3rHwHHw==;17/06/2023 13:33;OT-LAP2116582;15/06/2023 20:00;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16223143;polleria felipe;MOLDES 798;SALTA;4400;MOLDES 798;SALTA;-24,79878;-65,42768;N910;Ciudad
a5784852-d00b-ee11-8f6e-0022483839d8;7HLQjwomiwmhJy0396gGqOByzZUKs0VOCjFn5EpH0QS09WKLRgh5buYIpesMWDBSVM0/9IKCIeNYo4WeIjwgig==;15/06/2023 23:00;OT-LAP2116578;15/06/2023 19:59;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16223062;yoseli horca;cabo primero perez b cuatro de 350;LA RIOJA;5300;cabo primero perez b cuatro de 350;LA RIOJA;-29,41828;-66,87786;N910;Ciudad
6f417824-d00b-ee11-8f6e-0022483839d8;aJGhDWVAWzuq1wwtHAdRM97EcekFOhvjLiyRnEpRPAPXoAanaA3pkk4ISuotuR9PCbmabWikRXyt38U8oS+mdA==;15/06/2023 22:58;OT-LAP2116571;15/06/2023 19:58;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16222885;Carniceria Chamigo;OLTA 702;LA RIOJA;5300;OLTA 702;LA RIOJA;-29,41246;-66,83743;N910;Ciudad
ff4eaedc-cf0b-ee11-8f6e-0022483839d8;mr72kTpimf9Ln7MMCY32YgnvAGGXwOviQfQYZYHtWLQbXWd2mfR6RAw8kmjTvg/QgDRE29ei6OghgbHiuInkaQ==;17/06/2023 13:00;OT-LAP2116562;15/06/2023 19:56;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;16222673;MC RACING KART;ITALIA 2763;LOS VEGA;4146;ITALIA 2763;TUCUMAN;;;N910;Urbano
1794404d-cf0b-ee11-8f6e-0022483839d8;ET+7+DvSShUoMOw21GZBCs7fi6nJNXfd/DjSTS7khtRCabmJijRIV8in75+/GceJ1h81wavHaPySQxSKIAUiTg==;15/06/2023 22:52;OT-LAP2116539;15/06/2023 19:52;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16221445;MOBILE ONE;SANTIAGO DEL ESTERO 176;SAN SALVADOR DE JUJUY;4600;SANTIAGO DEL ESTERO 176;JUJUY;-24,19149;-65,30352;N910;Ciudad
a5a1c58a-ce0b-ee11-8f6e-002248e0df68;3y7lrTMT2xQTW8+blH0aoF/0cyQfw1c91MOoJ2oQZrl30u1ZcDGto2EjFRxgy8hksV0CnUusjMX7xi66wiwYdg==;15/06/2023 22:47;OT-LAP2116511;15/06/2023 19:47;24/06/2023 12:47;Falla técnica;No;Lapos OT - Masivo Rural v2;No;34276435;LIBRERIA DON EMILIO;25 DE MAYO numero 24;METAN;4440;25 DE MAYO numero 24;SALTA;-24,78557;-65,45505;PAX_S920;Rural
0c5d7486-ce0b-ee11-8f6e-0022483839d8;8dpN0TkyG2UtYm3BNDjVr46s9B578WAxQGb22tZEXQBDyd3pECeWOO309UqgzdM5N+r627G31eeTRhJANRnAiQ==;15/06/2023 22:47;OT-LAP2116510;15/06/2023 19:47;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;16218587;RCC CELULARES;VICENTE BASCOY 1024;EL TALA (SAN FERNANDO DEL VALLE DE CATAMARCA,  DPTO. CAPITAL);4700;VICENTE BASCOY 1024;CATAMARCA;-28,47533;-65,79832;N910;Urbano
0eead7e2-cd0b-ee11-8f6e-0022483839d8;Mhanf3IFu5cAClca6DmEHsnFneaidIVOhlFG9sDJZgxhWfz/wluMA6EYdYKzvZ762C3lXAowXAuYjjIDkWWDNA==;15/06/2023 22:42;OT-LAP2116480;15/06/2023 19:42;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16215303;calce perfecto;PASAJE LELOIR 284;TARTAGAL;4560;PASAJE LELOIR 284;SALTA;;;N910;Rural
ac32c8fb-cb0b-ee11-8f6e-0022483839d8;Y8c4tzWWHBSTeOAQCZgp9lQyjyLJhYtX7j+Fr3E08YM2GmKwZBy/Bf8VVVtgXtu5dDPaf7PGUlmgDCwOMAOcBQ==;15/06/2023 22:29;OT-LAP2116399;15/06/2023 19:28;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16205252;PIIA ACCESORIOS;LEANDRO ALEM 540;SAN SALVADOR DE JUJUY;4600;LEANDRO ALEM 540;JUJUY;-24,19251;-65,29719;N910;Ciudad
2bca6499-cb0b-ee11-8f6e-0022483839d8;trJ7zkEqvf61TVnV7L+KjHTrBauTbahTD56rvLQybZb0jQ+Qqs7GXjV72wuncTOpSUGG1qB55J19/9fV7mgFdg==;15/06/2023 22:26;OT-LAP2116388;15/06/2023 19:26;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16204900;MAMANI NESTOR;SALAR DE OLAROZ 509 0;PALPALA;4612;SALAR DE OLAROZ 509 0;JUJUY;;;N910;Rural
4d786c93-cb0b-ee11-8f6e-0022483839d8;9fTQRIoGGqGMVOe+uY9I8kIf2VZBNF8bcQMwbq2/t/4KUpSLlR2KDpq3Mg8w5960hkMX19TcAy73x/5PmyjkHA==;17/06/2023 13:23;OT-LAP2116387;15/06/2023 19:25;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16204850;BEAUTY SOUL ESTETICA;LAMADRID 218;SALTA;4400;LAMADRID 218;SALTA;-24,79173;-65,42235;N910;Extra Rural
52d57281-cb0b-ee11-8f6e-0022483839d8;sQvyBCqD+y7lWT51kYYfZ81KjoeWMryDmoYnOsGWBg+jK6rlBb8sUHUqgF+ggS8kb3qfi1rTuF0mx/+w39s+Zw==;17/06/2023 13:01;OT-LAP2116385;15/06/2023 19:25;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;16204671;doble cero;USPALLATA LOCAL 4 110;LOS VEGA;4146;USPALLATA LOCAL 4 110;TUCUMAN;;;N910;Urbano
55abb63f-cb0b-ee11-8f6e-0022483839d8;iLjjjATKH+S8nSZFgk1x69CDk4yHD/Ayuz99vcagiC6Astb2WKWGxOY5BAgDxf3Yz4TU5RbaNdDYxJRSIy8PhQ==;16/06/2023 18:29;OT-LAP2116374;15/06/2023 19:23;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16202973;JUAN PABLO ARGANARAZ;corrientes esquina virgen de l 301;SAN MIGUEL DE TUCUMAN;4000;corrientes esquina virgen de l 301;TUCUMAN;;;N910;Ciudad
5156cb2d-cb0b-ee11-8f6e-0022483839d8;8yNEdAhxli83aGHdXtpj1L6bBayXPfd74ufPfP7qVw7Hu2PHjNoSYDFXPi3J5vmxqv020nDt0wygz5lHyLSWfw==;15/06/2023 22:23;OT-LAP2116371;15/06/2023 19:23;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;16202920;Dulce de leche Bebe;CHACHO PE ALOZA 170;YERBA BUENA (DPTO. TAFI);4107;CHACHO PE ALOZA 170;TUCUMAN;-26,81723;-65,28437;N910;Urbano
1012ea15-cb0b-ee11-8f6e-0022483839d8;qW+/X0THfqBALafO7hL1a4YXXm+kEeWxGtagTc5gpEeuTKv7SnW0GokqWnf36o9zNAuuEwXrviKSGA7vjUAsEw==;17/06/2023 13:30;OT-LAP2116369;15/06/2023 19:22;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16202544;VICTORIA INDUMENTARIA;URQUIZA 750;SALTA;4400;URQUIZA 750;SALTA;-24,79214;-65,41323;N910;Ciudad
3a1fe7ea-c90b-ee11-8f6e-0022483839d8;s8qP4IFVj8hfOCE2ZTcJe0Sy1ZO0WVN6MLJMhMtJeq5656Whl4aYWzK0PyDrJsqKioEqbvEYn0gD1ElAGaQYDw==;15/06/2023 22:14;OT-LAP2116330;15/06/2023 19:14;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16200740;MUEBLERIA SAMI;AVENIDA SAN MARTIN 715;ORAN;4530;AVENIDA SAN MARTIN 715;SALTA;-24,79328;-65,41306;N910;Rural
b3727a4f-c90b-ee11-8f6e-0022483839d8;8/eIr8RyoQ8Q01OZO4Nby8LXvlsqZo9c0KQLtrN6PRjnQfv0kSZfaGWvx1ao9Cb+7rA56iecQAFYMmf3M+4O4Q==;15/06/2023 22:09;OT-LAP2116301;15/06/2023 19:09;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16199106;SUPER LUNAS;ELISEO CANTON Y JUAN L NOUGUES;LULES- TUCUMAN;4128;ELISEO CANTON Y JUAN L NOUGUES;TUCUMAN;-26,92144;-65,33830;N910;Rural
c58f3f08-c90b-ee11-8f6e-0022483839d8;FcOyr6rOmpp1hQkevhhQOEhboIBt+kCvpThbdko9Jxt/ZX1uylo4An8+WUIuUj78GDZbMcSKMh2onG/tmMQnDw==;15/06/2023 22:07;OT-LAP2116288;15/06/2023 19:07;;Recupero por inactividad;No;Lapos OT - Masivo Extra Rural v2;No;16198413;TRANSPORTE EL COSTENO;JUJUY EZQUINA MENEN 0 1;ANILLACO;5301;JUJUY EZQUINA MENEN 0 1;LA RIOJA;;;N910;Extra Rural
240a3fd8-c80b-ee11-8f6e-0022483839d8;8A9mOAiup1aJ/16JSn+0MF1S4ASUDFv3iJWcNVSVorgfcY6JG6gY09Mu4j+qkYxIhcVE2b33cACSn4+EvZF0AA==;15/06/2023 22:06;OT-LAP2116280;15/06/2023 19:06;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16196462;MILISENDA TENNIS;el ceibo los perales 350;JUJUY;4600;el ceibo los perales 350;JUJUY;;;N910;Ciudad
7d228fd1-c80b-ee11-8f6e-0022483839d8;sX7UpjAx27Or+5UELY3Sll1TrZVJMDx4IV2mKgPMTzrV0Wm1mqLOGMka4iJSWqc6sE68uSPtmD48LeKqj6S/YQ==;15/06/2023 22:06;OT-LAP2116278;15/06/2023 19:06;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16196145;LOBO SPORT;Fortunata Garcia Manzana 423 LT;LIBERTADOR GENERAL SAN MARTIN;4512;Fortunata Garcia Manzana 423 LT;JUJUY;;;N910;Rural
9ce9438f-c80b-ee11-8f6e-0022483839d8;fRjJU+xs6ZMBYgPE30zlAX2S/5vJN38XhChoFrsKzrDcxeKf5AdDNWsviK6rLmP657+0Yxft3p3+QyYhF7O0bg==;15/06/2023 22:04;OT-LAP2116266;15/06/2023 19:04;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;16195082;VERGARA ELBA;TUCUMAN  1900;CATAMARCA;4700;TUCUMAN  1900;CATAMARCA;;;N910;Urbano
9f52d87b-c70b-ee11-8f6e-0022483839d8;Lsic/Y6MwcToUCsPCyOm085wMNcuIWiLorqPTox9ulAg89Nv7ZY3/qDvYp4YPfPWo0f8m6QHnDQhayd0LjXIlw==;15/06/2023 21:56;OT-LAP2116216;15/06/2023 18:56;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16189679;Nazaria Graficas;El Gramiyal  Chijra 130;SAN SALVADOR DE JUJUY;4600;El Gramiyal  Chijra 130;JUJUY;-24,21124;-65,29511;N910;Ciudad
6eb62504-c70b-ee11-8f6e-0022483839d8;c6rawxy4ys9Nx0nJhOanYsSTV3kDktZ7IT4+emqvUFEwm626XAyOXBpwJECN0jQsYD84rOZ1eAxrIZqlqT+u6Q==;15/06/2023 21:53;OT-LAP2116197;15/06/2023 18:53;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;16185828;SANCIRO SA;BELGRANO 250;LOS ALTOS;4723;BELGRANO 250;CATAMARCA;-28,46059;-65,78382;N910;Urbano
33ec2df8-c60b-ee11-8f6e-0022483839d8;D4mAx4BnTfOd++AdJUmXyW/iBK1nlUvMnry9vto/dB6JCreH10f6gBwL+GrGyPahjjhKRMqQtxH97GneRFWuvQ==;15/06/2023 21:53;OT-LAP2116194;15/06/2023 18:52;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16185369;SUPER LEON;URUGUAY 4200 0 LOC;SAN MIGUEL DE TUCUMAN;4000;URUGUAY 4200 0 LOC;TUCUMAN;-26,80352;-65,25209;N910;Ciudad
431c6698-c60b-ee11-8f6e-0022483839d8;bfiik52C8SPAgh7v7GUrMLjhEEUDYvJ50gGI1BOghe0TNrnE6RSPa1cImR50Ji5dDHGp4WcamOjfGtOVp7xQ8A==;15/06/2023 21:50;OT-LAP2116183;15/06/2023 18:50;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16184692;UNE IMPORTADOS;BARRIO 12 DE JUNIO MZA H CASA  0;TAFI VIEJO;4103;BARRIO 12 DE JUNIO MZA H CASA  0;TUCUMAN;;;N910;Rural
36fb8f6e-c60b-ee11-8f6e-0022483839d8;NBrIwkkUFac1Hw9EnsfnTJ0GUiBd7IpALj1fd3ODZuo16qcqQ4T0sfo0+Bto2hwp2Iqu1mgIGaRn4Inmn6uQUQ==;15/06/2023 21:49;OT-LAP2116178;15/06/2023 18:49;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16183638;CANO ADRIAN GERARDO;BASE ESPERANZA 109 0;LA RIOJA;5300;BASE ESPERANZA 109 0;LA RIOJA;;;N910;Ciudad
02518635-c50b-ee11-8f6e-0022483839d8;EaHP4/4lydIyPT6yB89g9yBCmVYh7/R6V+uG53hIZGdCjFud8bkYWe1GBpkxWKr+cWwYtaa6S8cFr0RyZudgng==;15/06/2023 21:40;OT-LAP2116140;15/06/2023 18:40;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16181178;COFARAL FCIA SISA;REP DE CHILE 1616;SAN MIGUEL DE TUCUMAN;4000;REP DE CHILE 1616;TUCUMAN;-26,80969;-65,21764;N910;Ciudad
cc466ed9-c30b-ee11-8f6e-0022483839d8;VtquL8uEyyAcj+pnIVlOxLyPeoGJTpZLBEUsxQd2Qfos5ZXEyw1xqxQ3leFU97MtByrwgiTFp5i2/cqOLi5Yog==;15/06/2023 21:30;OT-LAP2116078;15/06/2023 18:30;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16176417;FRANFOTOGRAFIASLR;BARRIO HOSPITAL SECT 1 PEATONA 0;LA RIOJA;5300;BARRIO HOSPITAL SECT 1 PEATONA 0;LA RIOJA;42,15022;-2,26772;N910;Ciudad
ab531a07-c30b-ee11-8f6e-0022483839d8;M5cMPLqoMMxuy+SYrlxBGqxmbyc+aPe5Sq+2A+bhVNwvw/AtMp30TsJOKe60YIM484GUwWuFoRqQqLMBbKIwow==;15/06/2023 21:25;OT-LAP2116036;15/06/2023 18:24;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16172925;BAR QUICK;INDEPENDENCIA 3100;SAN MIGUEL DE TUCUMAN;4000;INDEPENDENCIA 3100;TUCUMAN;-26,84124;-65,24997;N910;Ciudad
21022201-c30b-ee11-8f6e-0022483839d8;ZfXz4DrmmQl01JpSyPlrCzkL4kpJ3E8Coo4/F35sisq0vGG8E8qQCQGOflBFgoKe0605y74a26QCCZ4tZDKu4g==;15/06/2023 21:24;OT-LAP2116035;15/06/2023 18:24;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16172870;CARRIZO JURI FACUNDO;CARLOS NAVARRO 19;LA RIOJA;5300;CARLOS NAVARRO 19;LA RIOJA;-29,43629;-66,84448;N910;Ciudad
98456d86-c20b-ee11-8f6e-0022483839d8;IbolIqJ8eagnfcTPNvGc6ljqDxHxTeWBEtF+NSKGnkk9ibm0s5HiZ7sdLdrvl5n/82Drb1lRBJOyI73h2M3uwg==;15/06/2023 21:21;OT-LAP2116016;15/06/2023 18:21;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16171375;IRUYA ARTESANIAS;B JUAN PABLO II M 378 CASA A 1;SALTA;4400;B JUAN PABLO II M 378 CASA A 1;SALTA;-24,76130;-65,40103;N910;Ciudad
bcea8e68-c20b-ee11-8f6e-0022483839d8;fk1i6GBFOQXkZwbdaZTxkIMOxb7nKI2NCaGx/Oa2MyVPIjCmN7JXHKt3Ju8KFV84zrIhGkaSygO/UJgC5awiPQ==;15/06/2023 21:20;OT-LAP2116012;15/06/2023 18:20;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16171072;OUTFIT LOVERS;VIRGEN DE LA MERCED 587 0;SAN MIGUEL DE TUCUMAN;4000;VIRGEN DE LA MERCED 587 0;TUCUMAN;;;N910;Ciudad
d564ad38-c20b-ee11-8f6e-0022483839d8;wGQsasqfEdIN2+vm/S3PIRHzJtSReehXO2WAnU+sZiOk+ZtgqGy2prU3+wZm/SZWxf+Mzvr297tWOO+Jp30Qaw==;15/06/2023 21:19;OT-LAP2116006;15/06/2023 18:18;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16170869;JESUS JESUS;MANZANA 60 1 1;SAN SALVADOR DE JUJUY;4600;MANZANA 60 1 1;JUJUY;-24,21056;-65,29444;N910;Ciudad
c9210aeb-c10b-ee11-8f6e-0022483839d8;XKLpxavkdPdlzu1WYgeiDJO5SNiN5XLwcRBQ+uwnrrzygVWRYruelE8w/VDQuXAdoDZI9YwILnWTZA/DEnN0Wg==;15/06/2023 21:17;OT-LAP2115992;15/06/2023 18:16;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16169164;J Y A;AVENIDA GUEMES 352;ORAN;4530;AVENIDA GUEMES 352;SALTA;-24,74810;-65,40258;N910;Rural
8a203faf-c10b-ee11-8f6e-0022483839d8;QzUUWnX5+OZw8eEvFm7pLeblLTOrTI9vd+gLepZivDZnXup7rNcSA9pFpDzqkwt3WzTCpvW3V/z3s0V75xkeYQ==;15/06/2023 21:15;OT-LAP2115985;15/06/2023 18:15;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16168155;Punto verde jujuy;EL PAYADOR 23;SAN SALVADOR DE JUJUY;4600;EL PAYADOR 23;JUJUY;-24,19423;-65,29066;N910;Ciudad
